City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,nuuk,64.1835,-51.7216,16.41,57,59,2.3,GL,1711157391
277,east london,-33.0153,27.9116,73.02,84,0,21.45,ZA,1711157407
278,mountain home,43.133,-115.6912,64.42,35,0,10.36,US,1711157374
279,catio,11.2833,-15.25,75.6,70,100,10.07,GW,1711157276
280,crane,31.3974,-102.3501,69.58,24,1,16.78,US,1711157472
281,petropavlovsk-kamchatsky,53.0452,158.6483,28.99,77,0,7.0,RU,1711157472
282,coahuayana de hidalgo,18.7,-103.6583,76.21,63,0,3.56,MX,1711157276
283,palpa,-14.5336,-75.1856,76.86,72,100,4.38,PE,1711157277
284,lihue,21.9789,-159.3672,81.64,70,75,17.27,US,1711157473
285,badger,64.8,-147.5333,48.07,34,75,0.0,US,1711157277
286,patong,7.8961,98.2966,84.34,72,15,12.1,TH,1711157473
287,krasnaya gorbatka,55.8703,41.7641,30.16,96,100,9.4,RU,1711157278
288,goulburn,-34.75,149.7167,64.78,75,94,4.0,AU,1711157278
289,happy valley-goose bay,53.3168,-60.3315,25.11,86,100,14.97,CA,1711157474
290,coxim,-18.5067,-54.76,77.54,85,100,2.26,BR,1711157228
291,el calafate,-50.3408,-72.2768,42.75,84,17,5.59,AR,1711157475
292,kasungu,-13.0333,33.4833,62.17,95,91,3.33,MW,1711157279
293,sal rei,16.1833,-22.9167,69.4,73,22,17.87,CV,1711157279
294,nacozari viejo,30.4,-109.65,67.5,21,100,4.12,MX,1711157279
295,villa ojo de agua,-29.5,-63.6938,60.55,53,0,9.26,AR,1711157280
296,cruzeiro do sul,-29.5128,-51.9853,67.08,79,0,1.57,BR,1711157477
297,kudahuvadhoo,2.6708,72.8944,83.66,72,59,7.74,MV,1711157280
298,fale old settlement,-9.3852,-171.2468,85.89,70,99,11.05,TK,1711157181
299,iquique,-20.2208,-70.1431,73.44,82,86,1.83,CL,1711157309
300,usinsk,65.9939,57.5281,-3.15,96,90,9.64,RU,1711157390
301,sechura,-5.5569,-80.8222,77.94,67,100,14.03,PE,1711157479
302,liwale,-9.7667,37.9333,69.44,97,100,4.97,TZ,1711157282
303,dazhou,31.2159,107.5009,70.43,76,81,4.41,CN,1711157480
304,emerald,-23.5333,148.1667,79.34,65,88,16.15,AU,1711157321
305,sarakhs,36.5449,61.1577,58.62,60,100,3.49,IR,1711157283
306,urucara,-2.5364,-57.76,75.97,97,100,4.65,BR,1711157481
307,mejit,10.2753,170.8646,81.28,74,26,18.21,MH,1711157482
308,madimba,-10.4,40.3333,76.84,91,100,7.11,TZ,1711157283
309,parintins,-2.6283,-56.7358,74.71,98,100,6.78,BR,1711157482
310,port elizabeth,-33.918,25.5701,69.1,91,20,12.66,ZA,1711157284
311,renqiu,38.6989,116.0936,62.02,18,23,3.06,CN,1711157285
312,moral de calatrava,38.7919,-3.5786,57.58,42,100,4.5,ES,1711157284
313,dudinka,69.4058,86.1778,-33.32,98,44,5.01,RU,1711157484
314,meulaboh,4.1363,96.1285,79.12,86,21,2.93,ID,1711157285
315,martapura,-3.4167,114.85,86.09,74,20,4.61,ID,1711157484
316,iskateley,67.6803,53.1512,-14.98,93,5,8.01,RU,1711157485
317,curuzu cuatia,-29.7917,-58.0546,58.93,74,0,9.55,AR,1711157286
318,tateyama,34.9833,139.8667,52.11,62,100,22.5,JP,1711157486
319,cambridge,43.3601,-80.3127,27.73,93,100,11.5,CA,1711157486
320,hasaki,35.7333,140.8333,39.6,62,100,21.07,JP,1711157486
321,tocopilla,-22.092,-70.1979,70.95,73,22,7.09,CL,1711157486
322,santiago,-33.4569,-70.6483,77.29,41,0,8.05,CL,1711157252
323,kruisfontein,-34.0033,24.7314,66.88,88,100,13.87,ZA,1711157288
324,salahonda,2.1019,-78.7217,80.46,85,100,7.02,CO,1711157288
325,miranda do douro,41.4969,-6.2731,53.58,85,100,20.47,PT,1711157487
326,punata,-17.55,-65.8333,62.38,83,86,5.1,BO,1711157488
327,petrov val,50.1434,45.2096,29.44,83,5,3.33,RU,1711157488
328,holualoa,19.6228,-155.9522,78.64,76,75,12.66,US,1711157441
329,iwanai,42.9744,140.5089,38.7,62,100,2.73,JP,1711157290
330,camapua,-19.5314,-54.0439,78.46,69,100,5.21,BR,1711157290
331,nadym,65.5333,72.5167,-12.01,97,100,9.28,RU,1711157290
332,carnarvon,-24.8667,113.6333,86.81,37,0,21.65,AU,1711157490
333,port augusta,-32.5,137.7667,72.66,34,0,12.93,AU,1711157271
334,guerrero negro,27.9769,-114.0611,64.51,64,7,18.12,MX,1711157262
335,yuzhno-kurilsk,44.0306,145.8556,29.37,82,29,7.29,RU,1711157491
336,nar'yan-mar,67.6713,53.087,-14.89,93,5,8.01,RU,1711157292
337,concordia,-31.393,-58.0209,62.78,69,0,11.99,AR,1711157292
338,kulhudhuffushi,6.6221,73.07,82.96,76,25,9.84,MV,1711157492
339,corbeni,45.3,24.65,37.98,79,20,3.49,RO,1711157292
340,monteiro,-7.8894,-37.12,72.18,87,15,6.51,BR,1711157492
341,bandundu,-3.3167,17.3667,70.47,96,100,4.83,CD,1711157492
342,vadso,70.0744,29.7487,24.96,74,20,16.11,NO,1711157493
343,el gouna,27.3942,33.6782,61.74,51,3,17.07,EG,1711157293
344,san julian,21.0167,-102.1667,64.04,13,0,5.32,MX,1711157493
345,posto fiscal rolim de moura,-13.0833,-62.2667,70.9,88,100,3.47,BR,1711157494
346,tsumeb,-19.2333,17.7167,70.45,38,7,7.0,NA,1711157494
347,floresta,-8.6011,-38.5686,80.8,52,24,13.71,BR,1711157494
348,nantucket,41.2835,-70.0995,37.54,61,100,11.5,US,1711157295
349,la passe,45.5549,-0.8967,50.23,76,93,15.23,FR,1711157495
350,las tablas,7.7667,-80.2833,80.17,99,53,1.68,PA,1711157495
351,porto murtinho,-21.6989,-57.8825,70.29,83,96,4.05,BR,1711157495
352,port moresby,-9.4431,147.1797,84.31,66,61,3.89,PG,1711157294
353,tra mhor,52.1624,-7.1524,42.1,64,18,10.0,IE,1711157496
354,maceio,-9.6658,-35.7353,78.24,88,40,3.44,BR,1711157496
355,minab,27.1467,57.0801,75.02,61,100,4.88,IR,1711157496
356,chakia,26.4167,85.05,73.24,62,0,5.37,IN,1711157497
357,bereket,39.2446,55.5154,52.97,64,44,7.63,TM,1711157297
358,santa elena de uairen,4.6167,-61.1333,80.06,40,89,6.87,VE,1711157297
359,amahai,-3.3333,128.9167,87.55,64,87,0.85,ID,1711157497
360,altus,34.6381,-99.334,58.86,54,0,13.8,US,1711157151
361,san luis de la loma,17.2706,-100.8939,77.59,72,0,7.18,MX,1711157298
362,gadzhiyevo,69.2551,33.3362,6.4,96,14,10.36,RU,1711157299
363,pacific grove,36.6177,-121.9166,64.18,70,0,17.0,US,1711157447
364,manokwari,-0.8667,134.0833,82.27,73,82,4.23,ID,1711157299
365,roma,43.2128,-75.4557,26.96,74,100,6.91,US,1711157499
366,bardai,11.65,7.2333,78.31,11,36,7.49,NG,1711157300
367,madang,-5.2246,145.7966,85.57,67,81,5.86,PG,1711157499
368,parauapebas,-6.0675,-49.9022,73.96,99,100,1.99,BR,1711157500
369,pont rouge,48.8833,-72.0825,8.89,86,47,4.27,CA,1711157500
370,linhares,-19.3911,-40.0722,78.22,88,100,2.42,BR,1711157500
371,montbard,47.5833,4.5,48.78,90,80,11.43,FR,1711157301
372,gargalianoi,37.0667,21.6333,53.35,75,100,4.94,GR,1711157301
373,darwin,-12.4611,130.8418,87.94,79,75,12.66,AU,1711157401
374,margate,51.3813,1.3862,43.7,73,5,5.01,GB,1711157302
375,constitucion,-35.3333,-72.4167,61.18,79,100,6.55,CL,1711157498
376,lovech,43.1333,24.7167,42.96,63,1,4.47,BG,1711157502
377,sanya,18.2431,109.505,82.56,74,75,4.47,CN,1711157502
378,mabamba,-3.5983,30.5019,63.93,95,100,0.51,TZ,1711157239
379,keflavik,64.0049,-22.5624,35.51,86,75,24.16,IS,1711157303
380,malango,-2.9627,119.9001,80.82,71,96,2.62,ID,1711157503
381,imbituba,-28.24,-48.6703,69.6,64,100,7.4,BR,1711157503
382,nogliki,51.8333,143.1667,31.33,75,65,8.01,RU,1711157304
383,kabompo,-13.5927,24.2008,63.45,70,100,5.88,ZM,1711157504
384,souillac,-20.5167,57.5167,79.18,89,40,14.97,MU,1711157304
385,greymouth,-42.4667,171.2,62.64,69,62,7.36,NZ,1711157352
386,terrace,54.5163,-128.6035,58.91,24,20,11.5,CA,1711157504
387,biltine,14.5333,20.9167,79.0,10,100,11.05,TD,1711157305
388,winkler,49.1817,-97.941,19.62,53,90,10.36,CA,1711157505
389,jiuquan,39.7432,98.5174,46.87,42,100,4.32,CN,1711157505
390,port douglas,-16.4833,145.4667,78.06,96,100,8.9,AU,1711157320
391,horta,38.5333,-28.6333,61.02,87,97,11.01,PT,1711157506
392,dryden,49.7833,-92.7503,12.49,40,20,4.61,CA,1711157506
393,atherton,53.5237,-2.4935,43.43,78,15,8.01,GB,1711157506
394,sydney mines,46.2367,-60.2177,31.8,69,40,15.01,CA,1711157221
395,palmeiras de goias,-16.805,-49.9258,71.44,93,59,0.54,BR,1711157212
396,sokoni,-6.4333,39.55,80.82,84,100,10.92,TZ,1711157307
397,quezon,7.7303,125.0989,84.38,54,34,7.18,PH,1711157307
398,chifeng,42.2683,118.9636,47.7,27,100,4.45,CN,1711157307
399,talcahuano,-36.7167,-73.1167,60.48,88,0,4.61,CL,1711157397
400,kajiado,-1.8524,36.7768,62.24,90,98,6.6,KE,1711157508
401,grand falls-windsor,48.9332,-55.6649,26.51,74,99,5.01,CA,1711157509
402,cockburn town,21.4612,-71.1419,77.32,80,8,26.42,TC,1711157509
403,garoowe,8.4054,48.4845,72.19,84,99,10.29,SO,1711157264
404,plastun,44.7561,136.2939,39.07,41,100,5.86,RU,1711157309
405,berezovo,63.9381,65.0419,15.62,96,100,6.42,RU,1711157309
406,longmen,24.9597,118.0889,70.41,79,100,2.13,CN,1711157309
407,adrar,20.5022,-10.0711,67.95,24,0,8.7,MR,1711157511
408,saudarkrokur,65.7461,-19.6394,33.06,97,100,17.96,IS,1711157310
409,brisas barra de suchiate,14.55,-92.2167,86.18,75,6,10.56,MX,1711157310
410,akureyri,65.6835,-18.0878,33.73,93,100,14.97,IS,1711157511
411,wellington,-41.2866,174.7756,66.97,56,75,9.22,NZ,1711157401
412,mirnyy,62.5353,113.9611,2.1,90,100,6.24,RU,1711157512
413,beledweyne,4.7358,45.2036,75.31,69,52,7.05,SO,1711157512
414,ejea de los caballeros,42.1263,-1.1372,59.22,83,84,20.27,ES,1711157512
415,namtsy,62.7161,129.6658,7.77,82,95,6.69,RU,1711157312
416,sao vicente,-23.9631,-46.3919,73.58,62,100,5.01,BR,1711157223
417,bishkul,54.7803,69.1033,17.11,96,97,8.08,KZ,1711157513
418,choibalsan,48.0667,114.5,18.75,74,98,10.51,MN,1711157313
419,mananjary,-21.2167,48.3333,73.42,89,99,3.47,MG,1711157514
420,fort-shevchenko,44.5086,50.263,43.68,80,100,13.11,KZ,1711157313
421,svyetlahorsk,52.6329,29.7389,44.6,87,100,10.92,BY,1711157514
422,humberto de campos,-2.5983,-43.4611,76.46,95,100,3.65,BR,1711157515
423,east ballina,-28.8667,153.5833,74.8,70,98,9.06,AU,1711157515
424,chernomorskoye,45.5039,32.6997,40.89,71,0,7.2,UA,1711157515
425,pionki,51.476,21.4499,49.19,87,100,8.05,PL,1711157315
426,wad rawah,15.1603,33.1397,77.79,11,85,11.61,SD,1711157516
427,aykhal,66.0,111.5,-14.04,95,27,10.71,RU,1711157315
428,krasnyy chikoy,50.3643,108.7512,23.02,69,75,5.39,RU,1711157516
429,tchintabaraden,15.8969,5.7985,77.5,10,42,9.17,NE,1711157316
430,novyy urengoy,66.0833,76.6333,-25.29,100,40,5.08,RU,1711157517
431,upington,-28.4478,21.2561,70.18,73,75,12.66,ZA,1711157329
432,askoy,60.4092,5.226,41.95,100,75,19.57,NO,1711157517
433,ovruch,51.3246,28.8035,44.73,90,100,8.61,UA,1711157517
434,bengkulu,-3.8004,102.2655,82.96,74,97,2.95,ID,1711157518
435,tadine,-21.55,167.8833,79.45,72,24,17.81,NC,1711157317
436,lethem,3.3803,-59.7968,82.67,47,21,6.06,GY,1711157518
437,timimoun,29.2639,0.231,73.78,11,0,12.66,DZ,1711157519
438,tralee,52.2704,-9.7026,43.23,79,90,19.24,IE,1711157519
439,kindu,-2.95,25.95,70.93,100,100,2.42,CD,1711157318
440,kerikeri,-35.2268,173.9474,73.72,47,8,11.14,NZ,1711157519
441,wainwright,52.839,-110.8572,18.19,76,100,9.8,CA,1711157318
442,cheremshan,54.6667,51.5,26.17,96,99,6.67,RU,1711157520
443,beidaihehaibin,39.8222,119.5181,40.96,83,81,6.42,CN,1711157520
444,hailey,43.5196,-114.3153,54.32,54,75,1.01,US,1711157319
445,rahimah,26.7079,50.0619,70.02,81,90,4.05,SA,1711157521
446,amungan,15.3652,119.9582,87.67,55,11,7.16,PH,1711157521
447,smara,26.7384,-11.6719,63.3,47,98,8.28,EH,1711157320
448,keelung,25.1283,121.7419,77.34,62,100,2.44,TW,1711157453
449,ust'-uda,54.1742,103.0304,13.69,89,99,3.11,RU,1711157320
450,khawr fakkan,25.3313,56.342,78.85,58,100,7.09,AE,1711157522
451,simdega,22.6167,84.5167,68.9,46,0,1.54,IN,1711157321
452,sinabang,2.4803,96.3801,82.96,76,96,2.95,ID,1711157522
453,coreau,-3.5333,-40.6567,73.44,97,99,1.66,BR,1711157322
454,eagle point,42.4726,-122.8028,53.17,87,100,3.44,US,1711157322
455,caucasia,7.9865,-75.1935,83.01,73,77,10.02,CO,1711157322
456,kalabo,-14.97,22.6814,64.81,56,100,4.7,ZM,1711157322
457,moron,-34.6534,-58.6198,67.78,67,1,14.0,AR,1711157368
458,nanzhang chengguanzhen,31.7839,111.8275,61.34,91,100,8.3,CN,1711157524
459,karratha,-20.7377,116.8463,92.95,24,99,23.09,AU,1711157525
460,yanam,16.7333,82.2167,74.75,89,0,1.66,IN,1711157324
461,pagar alam,-4.0167,103.2667,73.47,94,50,1.63,ID,1711157324
462,puan,35.7281,126.7319,55.29,79,43,3.89,KR,1711157324
463,bodo,67.28,14.405,35.78,82,75,19.57,NO,1711157526
464,kievka,50.2619,71.5514,16.57,89,100,5.35,KZ,1711157325
465,micheweni,-4.9667,39.8333,81.3,81,100,8.19,TZ,1711157325
466,zwedru,6.0667,-8.1281,75.2,96,77,3.15,LR,1711157325
467,bel ombre,-4.6167,55.4167,82.24,78,40,12.66,SC,1711157326
468,milas,37.3164,27.7839,36.75,81,0,4.61,TR,1711157527
469,dassa-zoume,7.75,2.1833,82.99,69,94,8.72,BJ,1711157528
470,fort mcmurray,56.7268,-111.381,20.79,27,0,1.14,CA,1711157528
471,colonia menno,-22.3667,-59.8167,73.76,66,100,6.02,PY,1711157327
472,ambon,-3.6954,128.1814,87.94,70,40,5.75,ID,1711157327
473,paphos,34.7667,32.4167,51.58,66,20,6.91,CY,1711157529
474,sierra grande,-41.606,-65.3557,64.35,45,100,12.1,AR,1711157529
475,murzuq,25.9155,13.9184,64.69,25,0,8.23,LY,1711157529
476,sao tome,0.3365,6.7273,82.29,78,82,7.02,ST,1711157530
477,glace bay,46.1969,-59.957,31.08,68,40,14.97,CA,1711157328
478,broken hill,-31.95,141.4333,74.35,29,6,18.52,AU,1711157329
479,zhizdra,53.746,34.7395,37.22,89,100,10.74,RU,1711157329
480,mount gambier,-37.8333,140.7667,64.89,44,16,9.4,AU,1711157531
481,changli,39.7042,119.1506,44.13,76,92,7.43,CN,1711157329
482,port blair,11.6667,92.75,77.04,94,20,1.14,IN,1711157330
483,popondetta,-8.7537,148.2534,87.94,64,100,3.4,PG,1711157330
484,ishigaki,24.3448,124.1572,78.93,78,75,14.97,JP,1711157532
485,korla,41.7597,86.1469,49.57,59,100,3.56,CN,1711157532
486,serenje,-13.2325,30.2352,57.22,95,1,4.52,ZM,1711157532
487,mili,6.0815,171.735,82.53,78,32,14.16,MH,1711157532
488,juticalpa,14.65,-86.2,93.34,45,2,5.03,HN,1711157533
489,ceelbuur,4.685,46.6176,73.99,72,87,6.35,SO,1711157533
490,ulladulla,-35.35,150.4667,67.21,76,83,9.98,AU,1711157332
491,mersing,2.4312,103.8405,82.31,78,20,3.44,MY,1711157332
492,sarangani,5.4033,125.4636,81.07,75,8,22.66,PH,1711157534
493,rehoboth,-23.3167,17.0833,67.86,58,35,3.2,NA,1711157333
494,sassandra,4.95,-6.0833,79.18,84,100,4.21,CI,1711157534
495,tripoli,32.8752,13.1875,60.46,76,0,8.52,LY,1711157535
496,dhidhdhoo,6.8833,73.1,82.71,75,28,7.56,MV,1711157333
497,tomatlan,19.9333,-105.25,69.71,59,0,3.2,MX,1711157535
498,kyzylorda,44.8528,65.5092,42.82,87,75,4.47,KZ,1711157536
499,ormara,25.2088,64.6357,75.72,81,100,11.86,PK,1711157334
500,ust'-kut,56.7938,105.7672,4.44,95,99,1.99,RU,1711157536
501,ndende,-2.4008,11.3581,72.72,98,100,2.42,GA,1711157334
502,ancud,-41.8697,-73.8203,58.14,96,99,14.14,CL,1711157502
503,shimanovsk,52.0,127.7,26.33,77,100,10.76,RU,1711157335
504,tambopata,-12.7333,-69.1833,71.31,99,100,2.24,PE,1711157335
505,cabedelo,-6.9811,-34.8339,81.27,79,11,9.37,BR,1711157413
506,bonthe,7.5264,-12.505,77.2,78,97,7.16,SL,1711157538
507,alliance,40.9153,-81.1059,34.36,93,100,4.83,US,1711157403
508,lorengau,-2.0226,147.2712,85.96,68,66,4.68,PG,1711157539
509,christchurch,-43.5333,172.6333,69.42,63,30,9.22,NZ,1711157469
510,plaza huincul,-38.926,-69.2086,62.15,10,100,1.01,AR,1711157540
511,santa luzia,-19.7697,-43.8514,73.74,88,75,12.66,BR,1711157496
512,natal,-5.795,-35.2094,81.25,83,20,4.61,BR,1711157313
513,teruel,40.6667,-0.6667,52.14,51,65,5.73,ES,1711157541
514,ceeldheer,3.8488,47.1806,77.4,80,50,10.87,SO,1711157401
515,essaouira,31.5125,-9.77,62.1,77,40,5.75,MA,1711157542
516,corumba,-19.0092,-57.6533,66.45,92,93,3.18,BR,1711157542
517,kangding,30.0513,101.9603,57.34,58,20,1.45,CN,1711157542
518,opuwo,-18.0607,13.84,70.14,56,10,3.44,NA,1711157338
519,sig,35.5283,-0.1937,75.0,29,97,5.55,DZ,1711157338
520,tsiombe,-25.3,45.4833,75.87,78,100,17.67,MG,1711157338
521,saint-mandrier-sur-mer,43.078,5.929,55.53,92,100,4.61,FR,1711157543
522,timmins,48.4669,-81.3331,19.22,73,100,5.75,CA,1711157282
523,kirakira,-10.4544,161.9205,85.32,78,77,6.73,SB,1711157544
524,beloyarskiy,63.7119,66.6722,16.0,95,100,7.0,RU,1711157544
525,haiku-pauwela,20.9219,-156.3051,78.22,67,20,24.16,US,1711157545
526,porbandar,21.6422,69.6093,74.1,73,34,6.35,IN,1711157545
527,easton,40.6884,-75.2207,42.19,55,87,5.17,US,1711157145
528,kuta,-8.7233,115.1723,84.15,74,40,2.3,ID,1711157339
529,buenos aires,-34.6132,-58.3772,67.78,65,20,14.0,AR,1711157288
530,tobelo,1.7284,128.0095,82.76,76,100,6.38,ID,1711157546
531,nakamura,32.9833,132.9333,65.14,74,85,13.71,JP,1711157340
532,bamboo flat,11.7,92.7167,77.09,94,20,1.14,IN,1711157547
533,dwarka,22.2394,68.9678,74.46,82,8,7.27,IN,1711157341
534,alta,69.9689,23.2717,22.26,79,100,42.99,NO,1711157548
535,maloye ganyushkino,46.6,49.2667,38.79,77,100,3.27,KZ,1711157341
536,kourou,5.1552,-52.6478,78.85,79,79,5.57,GF,1711157548
537,okuchi-shinohara,32.0667,130.6167,61.48,98,100,3.89,JP,1711157342
538,tselinnoye,53.0833,85.6667,26.2,94,100,11.65,RU,1711157549
539,betio village,1.358,172.9211,84.24,76,21,8.72,KI,1711157549
540,kazanskoye,55.6448,69.235,28.31,89,99,11.07,RU,1711157549
541,kiruna,67.8557,20.2251,22.12,100,100,8.05,SE,1711157444
542,bima,-8.4667,118.7167,86.67,72,100,1.95,ID,1711157550
543,san francisco de la paz,14.9,-86.2,89.31,47,1,4.63,HN,1711157550
544,amga,60.8953,131.9608,14.99,83,100,5.21,RU,1711157344
545,lyman,48.9884,37.8023,35.02,78,34,3.38,UA,1711157551
546,morpeth,55.1676,-1.6912,40.77,81,20,20.71,GB,1711157345
547,ulety,51.3572,112.4849,21.99,27,60,9.8,RU,1711157552
548,maluso,6.543,121.8753,87.89,62,81,2.66,PH,1711157345
549,borjomi,41.8527,43.4128,34.86,94,100,1.43,GE,1711157346
550,yaren,-0.5472,166.916,83.35,74,0,7.74,NR,1711157346
551,daru,-9.0763,143.2092,86.34,67,55,4.68,PG,1711157553
552,hadibu,12.65,54.0333,76.06,75,69,6.06,YE,1711157347
